ID,H,G,Epoch,MeanAnomaly,ArgPerihelion,LongAscNode,Inclination,Eccentricity,MeanMotion,SemiMajorAxis,Uncertainty,Reference,NObs,NOppositions,ObsStart,ObsEnd,RMS,CoarsePerturbers,PrecisePerturbers,Computer,ReadableDesignation,LastObsDate
00001,3.35,0.15,K2555,188.7027,73.27343,80.2522,10.5878,0.0794013,0.21424651,2.7660512,0,E2025-O63,7291.0,125,1801,024,0.7,M-v,30k,MPCLINUX,(1) Ceres,20241101
00101,8.39,0.15,K2555,276.16155,347.78345,343.36446,10.19186,0.140582,0.23734322,2.5835577,0,E2025-O63,7049.0,64,1871,025,0.5,M-v,3Ek,MPCLINUX,(101) Helena,20250722
00201,8.57,0.15,K2555,78.29807,181.33806,156.86887,5.75565,0.1794358,0.22460823,2.6803136,0,MPO914115,11713.0,67,1879,025,0.49,M-v,3Ek,MPCLINUX,(201) Penelope,20250320
00301,10.53,0.15,K2555,99.07971,123.55725,142.28592,4.89846,0.065735,0.21918727,2.7243266,0,E2025-O30,8190.0,61,1890,025,0.56,M-v,3Ek,MPCLINUX,(301) Bavaria,20250719
00401,9.45,0.15,K2555,320.78135,301.82253,36.03131,5.96149,0.0307247,0.1609604,3.3470075,0,E2025-O63,11484.0,60,1895,025,0.48,M-v,3Ek,MPCLINUX,(401) Ottilia,20250723
00501,9.49,0.15,K2555,39.89496,356.76594,357.21365,20.83849,0.1416561,0.17535062,3.1612912,0,MPO901168,8075.0,55,1903,025,0.52,M-v,3Ek,MPCLINUX,(501) Urhixidur,20250121
00601,9.67,0.15,K2555,111.90444,161.75288,169.34453,16.13346,0.1060438,0.17729012,3.1381933,0,MPO914122,5504.0,45,1906,025,0.65,M-v,3Ek,MPCLINUX,(601) Nerthus,20250417
00701,9.29,0.15,K2555,58.31179,324.47141,243.53524,7.13115,0.0378764,0.18832806,3.0143431,0,E2025-O63,8137.0,59,1906,025,0.58,M-v,3Ek,MPCLINUX,(701) Oriola,20250722
00801,11.57,0.15,K2555,75.41875,337.41646,185.90068,14.14037,0.0767082,0.23441362,2.6050385,0,E2025-O63,6193.0,40,1915,025,0.61,M-v,3Ek,MPCLINUX,(801) Helwerthia,20250722
00901,11.63,0.15,K2555,61.34548,68.4154,265.02784,3.44581,0.2204149,0.29704619,2.2246075,0,MPO901174,6478.0,45,1905,025,0.6,M-v,3Ek,MPCLINUX,(901) Brunsia,20250201
01001,9.84,0.15,K2555,236.44295,146.24931,259.09551,9.31628,0.1220333,0.17118993,3.2123084,0,E2025-O63,6870.0,54,1908,025,0.61,M-v,3Ek,MPCLINUX,(1001) Gaussia,20250722
01101,10.58,0.15,K2555,269.55965,104.69754,201.8149,21.43981,0.0780019,0.16977922,3.2300781,0,E2025-O47,5476.0,37,1928,025,0.65,M-v,3Ek,MPCLINUX,(1101) Clematis,20250721
01201,11.56,0.15,K2555,37.36497,167.49905,203.05371,7.00076,0.039191,0.22235562,2.6983854,0,MPO901178,8126.0,46,1907,025,0.52,M-v,3Ek,MPCLINUX,(1201) Strenua,20250210
01301,11.53,0.15,K2555,336.6865,302.01626,161.48668,34.04207,0.2712684,0.21429395,2.765643,0,MPO914133,6727.0,42,1934,025,0.54,M-v,3Ek,MPCLINUX,(1301) Yvonne,20250210
01401,12.09,0.15,K2555,12.13631,71.11878,277.44824,7.28867,0.1790119,0.29664394,2.2266181,0,E2025-NA0,4512.0,40,1935,025,0.66,M-v,3Ek,MPCLINUX,(1401) Lavonne,20250713
01501,11.94,0.15,K2555,104.41364,14.08654,16.85111,7.29859,0.2409001,0.24293666,2.5437476,0,E2025-L70,5036.0,35,1930,025,0.65,M-v,3Ek,MPCLINUX,(1501) Baade,20250614
01601,12.27,0.15,K2555,276.22696,197.08596,74.63164,4.94115,0.1303161,0.29527075,2.2335161,0,E2025-O30,10114.0,36,1942,025,0.48,M-v,3Ek,MPCLINUX,(1601) Patry,20250718
01701,10.62,0.15,K2555,229.44591,259.28971,61.15939,16.28388,0.1925487,0.17541572,3.160509,0,E2025-O30,5107.0,32,1931,025,0.64,M-v,3Ek,MPCLINUX,(1701) Okavango,20250718
01801,11.32,0.15,K2555,216.9877,14.078,77.51197,10.96831,0.0709899,0.18786635,3.01928,0,E2025-O63,7981.0,34,1952,025,0.49,M-v,3Ek,MPCLINUX,(1801) Titicaca,20250723
01901,11.49,0.15,K2555,283.95842,149.30312,93.957,24.1131,0.076875,0.16934495,3.2355979,0,E2025-N53,4663.0,33,1972,025,0.65,M-v,3Ek,MPCLINUX,(1901) Moravia,20250706
02001,13.05,0.15,K2555,96.76019,218.03177,357.03152,22.6755,0.0989577,0.36659079,1.9335186,0,E2025-O63,4153.0,28,1973,025,0.57,M-v,3Ek,MPCLINUX,(2001) Einstein,20250722
02101,18.69,0.15,K2555,307.64209,43.70662,349.41201,1.31994,0.7641319,0.38418665,1.8740214,0,E2025-O30,158.0,12,1936,025,0.9,M-v,3Ek,MPCLINUX,(2101) Adonis,20250719
02201,15.33,0.15,K2555,35.71789,98.37468,74.86566,2.52183,0.7106737,0.30647395,2.178748,0,E2025-O63,1604.0,36,1931,025,0.71,M-v,3Ek,MPCLINUX,(2201) Oljato,20250722
02301,11.26,0.15,K2555,190.60028,11.11998,78.73807,11.65068,0.2178675,0.17465789,3.1696446,0,E2025-O63,6990.0,34,1931,025,0.53,M-v,3Ek,MPCLINUX,(2301) Whitford,20250722
02401,12.72,0.15,K2555,200.1702,40.74554,50.70569,4.32276,0.0575296,0.21367803,2.770955,0,E2025-O63,6434.0,32,1954,025,0.52,M-v,3Ek,MPCLINUX,(2401) Aehlita,20250723
02501,11.98,0.15,K2555,349.35853,230.08371,10.84212,3.29729,0.1986026,0.26173005,2.4204735,0,E2025-O63,5585.0,42,1942,025,0.64,M-v,3Ek,MPCLINUX,(2501) Lohja,20250722
02601,11.63,0.15,K2555,319.80019,190.77799,288.08826,9.59149,0.0651183,0.17793923,3.1305567,0,MPO901197,7885.0,34,1965,025,0.48,M-v,3Ek,MPCLINUX,(2601) Bologna,20250310
02701,12.73,0.15,K2555,124.18782,294.94961,13.37069,6.26652,0.1327847,0.17309517,3.1886933,0,MPO901199,4641.0,29,1976,025,0.64,M-v,3Ek,MPCLINUX,(2701) Cherson,20250308
02801,12.08,0.15,K2555,59.8847,314.86902,34.08526,9.55185,0.1715268,0.21007845,2.8025178,0,E2025-O63,6833.0,33,1935,025,0.55,M-v,3Ek,MPCLINUX,(2801) Huygens,20250301
02901,12.2,0.15,K2555,125.59613,243.99426,69.0545,3.17017,0.0475009,0.20293267,2.8679268,0,E2025-L35,5143.0,30,1959,025,0.66,M-v,3Ek,MPCLINUX,(2901) Bagehot,20250327
03001,12.32,0.15,K2555,41.16341,136.70769,297.65476,18.36983,0.0700676,0.27245344,2.3565384,0,MPO914159,9896.0,27,1976,025,0.46,M-v,3Ek,MPCLINUX,(3001) Michelangelo,20250513
03101,14.13,0.15,K2555,160.65287,208.82523,154.86613,28.55884,0.0465169,0.35411879,1.978655,0,E2025-O08,4540.0,23,1978,025,0.6,M-v,3Ek,MPCLINUX,(3101) Goldberger,20250621
03201,13.76,0.15,K2555,213.81608,54.00016,109.44072,2.98974,0.0883602,0.29060627,2.2573525,0,E2025-O47,6158.0,31,1954,025,0.55,M-v,3Ek,MPCLINUX,(3201) Sijthoff,20250706
03301,13.09,0.15,K2555,319.0019,118.31108,136.83174,5.06756,0.1532914,0.29531355,2.2333004,0,E2025-O47,4511.0,29,1925,025,0.63,M-v,3Ek,MPCLINUX,(3301) Jansje,20250721
03401,12.38,0.15,K2555,301.32763,108.71453,322.29412,21.80244,0.358293,0.27039301,2.3684947,0,E2025-O63,2984.0,23,1946,025,0.62,M-v,3Ek,MPCLINUX,(3401) Vanphilos,20250722
03501,11.85,0.15,K2555,277.33702,68.79033,245.95452,4.99285,0.0899801,0.19731238,2.922132,0,E2025-O63,6079.0,37,1955,025,0.63,M-v,3Ek,MPCLINUX,(3501) Olegiya,20250722
03601,12.91,0.15,K2555,243.01477,0.187,61.61423,2.27407,0.1523496,0.16876872,3.2429586,0,E2025-O63,4140.0,30,1973,025,0.64,M-v,3Ek,MPCLINUX,(3601) Velikhov,20250723
03701,12.64,0.15,K2555,295.29431,300.48185,115.49673,4.92337,0.0910209,0.21057132,2.798143,0,E2025-O63,4919.0,36,1952,025,0.62,M-v,3Ek,MPCLINUX,(3701) Purkyne,20250722
03801,11.09,0.15,K2555,75.55675,209.24185,209.46238,28.49668,0.0225711,0.08031663,5.3202542,0,MPO914170,3123.0,32,1954,025,0.71,M-v,3Ek,MPCLINUX,(3801) Thrasymedes,20250430
03901,12.65,0.15,K2555,252.10436,233.10135,8.07144,12.73174,0.2808349,0.23179243,2.6246408,0,MPO914171,5782.0,30,1954,025,0.61,M-v,3Ek,MPCLINUX,(3901) Nanjingdaxue,20250518
04001,13.75,0.15,K2555,315.50907,204.01819,130.63317,5.45656,0.1721428,0.28490843,2.2873494,0,E2025-O63,4135.0,26,1949,025,0.67,M-v,3Ek,MPCLINUX,(4001) Ptolemaeus,20250723
04101,12.44,0.15,K2555,318.66371,339.721,338.86321,8.74526,0.1140473,0.22235025,2.6984289,0,E2025-O63,5748.0,31,1953,025,0.58,M-v,3Ek,MPCLINUX,(4101) Ruikou,20250722
04201,11.68,0.15,K2555,98.18457,13.48042,238.08236,8.87601,0.2264413,0.17552593,3.159186,0,E2025-O63,5323.0,35,1950,025,0.62,M-v,3Ek,MPCLINUX,(4201) Orosz,20250722
04301,12.71,0.15,K2555,57.92193,106.63762,51.52857,2.28201,0.1159017,0.17988549,3.1079352,0,E2025-O63,4769.0,35,1951,025,0.63,M-v,3Ek,MPCLINUX,(4301) Boyden,20250720
04401,16.12,0.15,K2555,180.92245,68.16915,22.76785,26.62155,0.5633638,0.23727368,2.5840625,0,E2023-D55,1199.0,11,1985,023,0.69,M-v,3Ek,Pan,(4401) Aditi,20230202
04501,10.52,0.15,K2555,95.07591,181.5937,244.26056,8.2935,0.0543758,0.08243121,5.2288752,0,E2025-MB4,3874.0,32,1951,025,0.65,M-v,3Ek,MPCLINUX,(4501) Eurypylos,20250625
04601,12.65,0.15,K2555,15.10407,1.12084,177.52715,13.28533,0.0982556,0.22521097,2.6755291,0,E2025-O47,4592.0,28,1933,025,0.66,M-v,3Ek,MPCLINUX,(4601) Ludkewycz,20250721
04701,13.27,0.15,K2555,247.35021,287.87713,104.5864,3.67214,0.1379636,0.22145185,2.705722,0,E2025-O47,3799.0,33,1954,025,0.7,M-v,3Ek,MPCLINUX,(4701) Milani,20250721
04801,13.11,0.15,K2555,37.06186,44.09102,66.58096,2.25343,0.1617639,0.22941787,2.6427204,0,E2025-MB4,4288.0,28,1939,025,0.67,M-v,3Ek,MPCLINUX,(4801) Ohre,20250625
04901,13.7,0.15,K2555,291.37813,94.18499,227.10661,4.64417,0.1906178,0.28737552,2.2742395,0,E2025-O63,4423.0,27,1950,025,0.68,M-v,3Ek,MPCLINUX,(4901) O Briain,20250722
05001,12.22,0.15,K2555,265.4169,150.87522,169.88385,13.71161,0.1712658,0.22672775,2.6635832,0,E2025-O47,5730.0,29,1952,025,0.58,M-v,3Ek,MPCLINUX,(5001) EMP,20250721
05101,12.62,0.15,K2555,230.96883,173.55559,205.68228,10.69801,0.1121341,0.18892134,3.0080291,0,E2025-O63,5985.0,28,1969,025,0.57,M-v,3Ek,MPCLINUX,(5101) Akhmerov,20250722
05201,14.94,0.15,K2555,17.00161,116.8814,15.75958,3.26779,0.4416898,0.15549193,3.4250282,0,E2025-L52,1322.0,20,1939,025,0.75,M-v,3Ek,MPCLINUX,(5201) Ferraz-Mello,20250608
05301,12.24,0.15,K2555,80.84144,130.88039,243.73954,10.05163,0.1073778,0.15971019,3.3644517,0,MPO914191,4529.0,30,1955,025,0.63,M-v,3Ek,MPCLINUX,(5301) Novobranets,20250425
05401,12.35,0.15,K2555,0.57115,14.95487,46.89206,10.06582,0.1528496,0.21089395,2.7952885,0,MPO901235,6364.0,28,1952,025,0.58,M-v,3Ek,MPCLINUX,(5401) Minamioda,20250226
05501,13.83,0.15,K2555,135.23037,314.16989,232.75541,4.30346,0.1399357,0.26031422,2.4292421,0,E2025-O63,5603.0,28,1967,025,0.61,M-v,3Ek,MPCLINUX,(5501) 1982 FF2,20250722
05601,13.86,0.15,K2555,169.43554,359.66196,15.45263,4.82923,0.1248394,0.30641371,2.1790335,0,E2025-NA3,4104.0,26,1933,025,0.65,M-v,3Ek,MPCLINUX,(5601) 1991 VR,20250714
05701,12.78,0.15,K2555,333.71604,348.71536,34.89084,6.21792,0.1901223,0.21566096,2.7539435,0,E2025-O30,9395.0,30,1929,025,0.43,M-v,3Ek,MPCLINUX,(5701) Baltuck,20250719
05801,13.77,0.15,K2555,191.64081,81.56598,304.19264,4.24426,0.1024257,0.26980627,2.3719272,0,E2025-O30,4201.0,28,1953,025,0.66,M-v,3Ek,MPCLINUX,(5801) Vasarely,20250719
05901,14.47,0.15,K2555,115.63014,247.06136,247.79669,3.68867,0.1184935,0.29434266,2.2382087,0,E2025-O47,6100.0,28,1976,025,0.54,M-v,3Ek,MPCLINUX,(5901) 1986 WB1,20250721
06001,12.78,0.15,K2555,73.66701,178.24521,129.57654,3.00619,0.0510707,0.20441321,2.8540621,0,MPO901242,4480.0,27,1976,025,0.7,M-v,3Ek,MPCLINUX,(6001) Thales,20250115
06101,14.02,0.15,K2555,135.16513,48.66785,195.75385,4.62019,0.1227719,0.29228963,2.2486772,0,MPO887375,5633.0,27,1956,024,0.57,M-v,3Ek,MPCLINUX,(6101) Tomoki,20241228
06201,13.74,0.15,K2555,208.43487,179.05606,98.17537,5.02676,0.175582,0.23757744,2.5818594,0,MPO914203,5124.0,28,1968,025,0.58,M-v,3Ek,MPCLINUX,(6201) Ichiroshimizu,20250325
06301,12.36,0.15,K2555,39.36129,242.3438,15.99446,0.49113,0.1623789,0.17431392,3.173813,0,E2025-O63,4597.0,34,1938,025,0.67,M-v,3Ek,MPCLINUX,(6301) Bohumilruprecht,20250722
06401,12.87,0.15,K2555,268.22871,94.98207,136.03324,13.46982,0.1263724,0.22487969,2.6781561,0,MPO914206,3913.0,27,1951,025,0.7,M-v,3Ek,MPCLINUX,(6401) Roentgen,20250427
06501,14.89,0.15,K2555,4.39293,228.07828,148.92569,6.51254,0.1206651,0.27883882,2.3204233,0,MPO887381,4947.0,25,1956,024,0.57,M-v,3Ek,MPCLINUX,(6501) Isonzo,20241121
06601,13.93,0.15,K2555,57.08156,271.46236,71.83791,2.26065,0.2366945,0.26971699,2.3724506,0,MPO901250,4092.0,28,1973,025,0.67,M-v,3Ek,MPCLINUX,(6601) Schmeer,20250227
06701,12.5,0.15,K2555,81.60467,38.29065,311.34652,12.76025,0.1439428,0.23518589,2.5993327,0,MPO914210,4494.0,24,1986,025,0.6,M-v,3Ek,MPCLINUX,(6701) Warhol,20250325
06801,13.75,0.15,K2555,9.26968,334.76025,43.96833,5.21189,0.129756,0.30055401,2.2072644,0,MPO887385,5867.0,26,1972,024,0.55,M-v,3Ek,MPCLINUX,(6801) Strekov,20241124
06901,13.84,0.15,K2555,346.80041,124.95776,285.26796,23.14692,0.1114081,0.36404635,1.9425174,0,E2024-VE1,6318.0,20,1989,024,0.47,M-v,3Ek,MPCLINUX,(6901) Roybishop,20241110
07001,13.41,0.15,K2555,107.21305,278.76687,151.60504,7.02514,0.1514353,0.26856884,2.3792074,0,E2025-O30,4008.0,27,1955,025,0.69,M-v,3Ek,MPCLINUX,(7001) Noether,20250718
07101,14.2,0.15,K2555,29.78765,57.9687,333.83892,4.72907,0.2035444,0.28256085,2.3000012,0,MPO914215,6219.0,27,1930,025,0.49,M-v,3Ek,MPCLINUX,(7101) Haritina,20250302
07201,13.47,0.15,K2555,156.71952,353.22669,47.81583,7.68324,0.1122391,0.27300639,2.3533554,0,E2025-O30,4006.0,27,1965,025,0.67,M-v,3Ek,MPCLINUX,(7201) Kuritariku,20250718
07301,14.46,0.15,K2555,265.08417,24.16755,77.82094,9.22072,0.2226115,0.2360159,2.593235,0,MPO840922,3457.0,23,1975,024,0.6,M-v,3Ek,MPCLINUX,(7301) Matsuitakafumi,20240706
07401,14.52,0.15,K2555,287.02128,144.86167,225.2476,2.04042,0.1854281,0.25890285,2.4380625,0,E2025-O63,2408.0,27,1980,025,0.71,M-v,3Ek,MPCLINUX,(7401) Toynbee,20250722
07501,12.83,0.15,K2555,275.2824,199.18868,191.95554,1.56624,0.1105721,0.16227397,3.3289208,0,E2025-O63,4115.0,28,1989,025,0.71,M-v,3Ek,MPCLINUX,(7501) Farra,20250722
07601,13.08,0.15,K2555,172.28996,279.21263,41.23509,15.32775,0.138652,0.23600827,2.5932909,0,E2025-KA9,4269.0,26,1969,025,0.68,M-v,3Ek,MPCLINUX,(7601) 1994 US1,20250526
07701,14.85,0.15,K2555,303.19512,1.27425,19.62272,3.30411,0.2417587,0.22347247,2.6893874,0,E2025-O63,2620.0,25,1990,025,0.63,M-v,3Ek,MPCLINUX,(7701) Zrzavy,20250722
07801,14.42,0.15,K2555,104.72502,66.13358,282.38471,1.15439,0.251275,0.22898321,2.6460637,0,MPO901265,2556.0,26,1976,025,0.76,M-v,3Ek,MPCLINUX,(7801) Goretti,20250227
07901,14.16,0.15,K2555,317.04313,96.97688,134.06693,1.3448,0.1174233,0.23793217,2.5792925,0,E2025-MC8,3362.0,26,1992,025,0.7,M-v,3Ek,MPCLINUX,(7901) Konnai,20250626
08001,13.34,0.15,K2555,43.89959,291.00314,8.41394,0.6772,0.1623301,0.17720482,3.1392003,0,E2025-O63,3192.0,32,1969,025,0.72,M-v,3Ek,MPCLINUX,(8001) Ramsden,20250722
08101,13.93,0.15,K2555,216.77562,316.56193,74.81561,3.39827,0.0554841,0.20183032,2.87836,0,E2025-O30,3250.0,27,1954,025,0.67,M-v,3Ek,MPCLINUX,(8101) Yasue,20250719
08201,15.94,0.15,K2555,248.28225,25.11932,164.08745,9.54103,0.7061441,0.24359923,2.5391329,0,MPO887404,879.0,21,1981,024,0.87,M-v,3Ek,MPCLINUX,(8201) 1994 AH2,20241122
08301,14.91,0.15,K2555,195.79212,8.1324,127.33508,3.71488,0.0977808,0.27776999,2.326372,0,E2025-KD6,2343.0,24,1990,024,0.74,M-v,3Ek,MPCLINUX,(8301) Haseyuji,20240727
08401,14.77,0.15,K2555,357.30232,55.79265,161.7629,9.19265,0.0692167,0.22682444,2.6628262,0,E2025-N20,2513.0,25,1994,025,0.72,M-v,3Ek,MPCLINUX,(8401) Assirelli,20250702
08501,12.97,0.15,K2555,19.43647,179.70842,42.30807,10.82136,0.068169,0.18742615,3.0240056,0,E2025-O63,3572.0,30,1988,025,0.67,M-v,3Ek,MPCLINUX,(8501) Wachholz,20250722
08601,13.78,0.15,K2555,310.95927,339.31872,139.23694,6.41412,0.1108543,0.17525387,3.1624546,0,MPO901274,2457.0,27,1973,025,0.78,M-v,3Ek,MPCLINUX,(8601) Ciconia,20250215
08701,12.61,0.15,K2555,177.88925,122.80844,198.88856,6.72827,0.1511829,0.17586414,3.1551344,0,E2025-KC9,4374.0,27,1983,025,0.69,M-v,3Ek,MPCLINUX,(8701) 1993 LG2,20250528
08801,13.63,0.15,K2555,179.47246,114.50727,245.17601,4.096,0.068664,0.17871892,3.1214451,0,E2025-L68,2631.0,26,1976,025,0.74,M-v,3Ek,MPCLINUX,(8801) Nugent,20250613
08901,12.01,0.15,K2555,104.62232,143.15158,48.63166,11.4269,0.0556931,0.18942107,3.0027363,0,E2025-O63,8017.0,27,1979,025,0.49,M-v,3Ek,MPCLINUX,(8901) 1995 UJ4,20250723
09001,14.55,0.15,K2555,200.74788,174.4552,152.01227,7.57502,0.2270076,0.28298044,2.2977271,0,MPO914241,3196.0,23,1981,025,0.71,M-v,3Ek,MPCLINUX,(9001) Slettebak,20250424
09101,15.62,0.15,K2555,40.86794,56.81921,102.09637,1.86614,0.0476569,0.28915517,2.2648985,0,E2025-M81,1980.0,23,1977,025,0.76,M-v,3Ek,MPCLINUX,(9101) Rossiglione,20250622
09201,13.02,0.15,K2555,194.65996,185.20377,71.47979,0.77438,0.0997886,0.17359469,3.1825734,0,MPO901282,3724.0,31,1976,025,0.71,M-v,3Ek,MPCLINUX,(9201) 1993 FU39,20250310
09301,15.65,0.15,K2555,355.616,148.83515,159.48164,1.45349,0.2227872,0.29631624,2.2282594,0,E2025-O63,1847.0,22,1971,025,0.78,M-v,3Ek,MPCLINUX,(9301) 1985 RB4,20250722
09401,13.11,0.15,K2555,25.40442,315.32295,34.01965,14.24169,0.2021022,0.2248719,2.678218,0,MPO887421,5053.0,23,1994,024,0.59,M-v,3Ek,MPCLINUX,(9401) 1994 TS3,20241218
09501,15.04,0.15,K2555,156.76964,116.34981,212.88706,3.06879,0.2666376,0.23647877,2.58985,0,MPO901285,1890.0,23,1973,025,0.8,M-v,3Ek,MPCLINUX,(9501) Ywain,20250218
09601,13.68,0.15,K2555,48.13645,208.86596,76.40172,7.32519,0.190552,0.29067599,2.2569916,0,E2025-N99,5044.0,24,1974,025,0.58,M-v,3Ek,MPCLINUX,(9601) 1991 UE3,20250712
09701,15.41,0.15,K2555,328.21801,356.38889,203.31867,2.60467,0.1291134,0.27634319,2.3343727,0,MPO914249,2037.0,23,1973,025,0.75,M-v,3Ek,MPCLINUX,(9701) Mak,20250424
09801,13.94,0.15,K2555,87.34411,104.70347,223.30522,2.26263,0.3361592,0.22841885,2.6504203,0,MPO901289,3028.0,26,1971,025,0.72,M-v,3Ek,MPCLINUX,(9801) 1997 FX3,20250301
09901,14.47,0.15,K2555,207.12039,98.88481,263.06352,5.35974,0.1287009,0.27406225,2.3473071,0,E2025-MB4,3689.0,24,1983,025,0.63,M-v,3Ek,MPCLINUX,(9901) 1997 NV,20250625
10001,14.19,0.15,K2555,45.51856,358.33172,40.06556,7.4154,0.1335953,0.26882485,2.3776966,0,MPO914252,7780.0,24,1954,025,0.49,M-v,3Ek,MPCLINUX,(10001) Palermo,20250323
10101,14.38,0.15,K2555,359.72678,209.04479,213.45738,3.9204,0.0996868,0.29218364,2.2492209,0,MPO901293,6541.0,26,1977,025,0.51,M-v,3Ek,MPCLINUX,(10101) Fourier,20250119
10201,15.5,0.15,K2555,216.47197,86.27256,192.42321,4.42373,0.1891197,0.30366643,2.1921564,0,MPO914255,2333.0,24,1977,025,0.76,M-v,3Ek,MPCLINUX,(10201) Korado,20250323
10301,14.68,0.15,K2555,238.91594,132.43806,82.30327,2.72791,0.0984983,0.29209696,2.2496659,0,MPO901295,3539.0,24,1989,025,0.72,M-v,3Ek,MPCLINUX,(10301) Kataoka,20250126
10401,14.18,0.15,K2555,49.38712,261.99005,154.13063,0.63409,0.0801602,0.2199522,2.7180066,0,MPO914257,3113.0,24,1988,025,0.75,M-v,3Ek,MPCLINUX,(10401) Masakoba,20250329
10501,13.82,0.15,K2555,165.00948,122.08927,172.44592,8.68249,0.2640433,0.21956104,2.7212339,0,MPO901298,3163.0,25,1977,025,0.73,M-v,3Ek,MPCLINUX,(10501) Ardmacha,20250226
10601,13.41,0.15,K2555,37.19955,279.88332,91.38824,2.99295,0.2554573,0.17699511,3.1416794,0,MPO901299,3051.0,27,1974,025,0.72,M-v,3Ek,MPCLINUX,(10601) Hiwatashi,20250225
10701,14.7,0.15,K2555,276.47744,181.23308,147.15023,12.62273,0.2896477,0.26547793,2.3976389,0,E2025-O24,2416.0,23,1981,025,0.72,M-v,3Ek,MPCLINUX,(10701) Marilynsimons,20250718
10801,14.33,0.15,K2555,17.54016,212.26437,167.05833,4.55038,0.1592805,0.24322805,2.5417156,0,MPO914262,3475.0,24,1980,024,0.7,M-v,3Ek,MPCLINUX,(10801) Luneburg,20241228
10901,15.53,0.15,K2555,122.26394,248.02341,167.23671,2.88111,0.1200821,0.29825483,2.2185934,0,E2025-L52,2096.0,21,1990,025,0.79,M-v,3Ek,MPCLINUX,(10901) 1997 WS21,20250608
11001,14.55,0.15,K2555,310.50456,71.91931,160.63208,6.058,0.2107517,0.29655784,2.227049,0,E2025-MB4,5651.0,24,1949,025,0.59,M-v,3Ek,MPCLINUX,(11001) Andrewulff,20250624
11101,13.85,0.15,K2555,152.52096,9.18378,188.50452,13.51986,0.0918176,0.2322761,2.620996,0,E2024-S32,3173.0,23,1995,024,0.71,M-v,3Ek,MPCLINUX,(11101) Ceskafilharmonie,20240921
11201,14.45,0.15,K2555,300.42612,119.90343,286.30563,0.92622,0.063136,0.2060038,2.8393519,0,E2025-O36,1981.0,24,1977,025,0.76,M-v,3Ek,MPCLINUX,(11201) Talich,20250720
11301,12.6,0.15,K2555,120.99377,136.09245,251.76919,9.02161,0.1179622,0.19009654,2.995619,0,E2025-M87,4115.0,25,1986,025,0.69,M-v,3Ek,MPCLINUX,(11301) 1992 XM,20250614
11401,14.16,0.15,K2555,145.04173,316.56178,355.89429,4.97165,0.1992604,0.29153363,2.252563,0,MPO914270,7435.0,27,1973,025,0.5,M-v,3Ek,MPCLINUX,(11401) Pierralba,20250415
11501,15.15,0.15,K2555,144.18604,210.11492,189.79678,3.36249,0.1746679,0.28866065,2.2674845,0,E2025-M87,5518.0,24,1982,025,0.5,M-v,3Ek,MPCLINUX,(11501) 1989 UU3,20250623
11601,14.04,0.15,K2555,298.9532,110.58066,270.02422,13.66855,0.1150893,0.22845698,2.6501254,0,E2025-O30,2652.0,24,1991,025,0.65,M-v,3Ek,MPCLINUX,(11601) 1995 SE4,20250719
11701,13.53,0.15,K2555,316.96931,22.99094,275.88773,5.23136,0.1493645,0.22231487,2.6987151,0,E2025-O02,3751.0,26,1950,025,0.71,M-v,3Ek,MPCLINUX,(11701) Madeleineyang,20250714
11801,13.21,0.15,K2555,194.89717,199.40647,245.89568,9.7152,0.0887373,0.18520053,3.0481843,0,E2025-O08,3092.0,27,1950,025,0.69,M-v,3Ek,MPCLINUX,(11801) Frigeri,20250716
11901,13.94,0.15,K2555,70.50708,94.0226,146.98894,13.08848,0.1612707,0.26247068,2.415918,0,E2025-O08,5571.0,23,1990,025,0.56,M-v,3Ek,MPCLINUX,(11901) 1991 PV11,20250714
12001,13.31,0.15,K2555,264.55428,180.66416,156.08742,14.07681,0.0371611,0.17691002,3.1426867,0,E2025-O08,3024.0,30,1951,025,0.72,M-v,3Ek,MPCLINUX,(12001) Gasbarini,20250716
12101,13.72,0.15,K2555,13.69595,142.45365,165.71509,10.26006,0.092043,0.19087604,2.9874577,0,E2025-O30,3390.0,24,1992,025,0.6,M-v,3Ek,MPCLINUX,(12101) Trujillo,20250719
12201,14.64,0.15,K2555,33.16054,342.83084,201.10254,11.44037,0.0788508,0.24801407,2.5089105,0,E2025-O02,2976.0,25,1981,025,0.72,M-v,3Ek,MPCLINUX,(12201) Spink,20250714
12301,15.16,0.15,K2555,33.15657,17.90472,23.67107,3.40389,0.2344837,0.26999271,2.3708352,0,MPO914281,2353.0,23,1951,025,0.74,M-v,3Ek,MPCLINUX,(12301) Eotvos,20250226
12401,15.14,0.15,K2555,29.40331,151.88364,134.18718,1.93413,0.1775642,0.26628896,2.3927681,0,E2025-O63,2040.0,23,1995,025,0.75,M-v,3Ek,MPCLINUX,(12401) Tucholsky,20250722
12501,14.41,0.15,K2555,149.86847,268.37066,19.84293,0.76836,0.196297,0.27672853,2.3322052,0,MPO901321,3864.0,23,1977,025,0.7,M-v,3Ek,MPCLINUX,(12501) Nord,20250211
12601,14.9,0.15,K2555,292.97834,316.16855,45.60134,3.28411,0.1804406,0.26272091,2.4143837,0,E2025-O24,2209.0,23,1988,025,0.74,M-v,3Ek,MPCORBFIT,(12601) Tiffanyswann,20250718
