ID,H,G,Epoch,MeanAnomaly,ArgPerihelion,LongAscNode,Inclination,Eccentricity,MeanMotion,SemiMajorAxis,Uncertainty,Reference,NObs,NOppositions,ObsStart,ObsEnd,RMS,CoarsePerturbers,PrecisePerturbers,Computer,ReadableDesignation,LastObsDate
K14EJ0J,18.4,0.15,K2555,243.41009,144.85177,304.22693,12.3494,0.1361257,0.2224007,2.6980208,3,MPO677875,27.0,3,2014,021,0.29,M-v,38h,Veres,2014 EJ190,20211125
K14EK3P,17.58,0.15,K2555,100.61078,136.17626,264.9093,8.87441,0.2264707,0.17929591,3.1147447,0,E2023-X25,58.0,6,2008,023,0.43,M-v,3Ek,MPCLINUX,2014 EP203,20231203
K14EL9F,17.9,0.15,K2555,222.88377,221.16116,184.81191,9.65533,0.0993291,0.20508943,2.847785,1,MPO725618,40.0,5,1999,022,0.51,M-v,3Ek,Veres,2014 EF219,20221219
K14EN3P,18.19,0.15,K2555,351.93577,215.235,173.26511,15.33444,0.0606532,0.23056546,2.6339441,0,MPO845464,39.0,6,2014,024,0.47,M-v,3Ek,MPCLINUX,2014 EP233,20240701
K14EO6Q,18.0,0.15,K2555,293.29542,71.41031,306.84412,3.35325,0.0821813,0.21260768,2.7802472,5,MPO663814,20.0,2,2014,021,0.23,M-v,38h,Veres,2014 EQ246,20211109
K14EP7Y,18.31,0.15,K2555,321.49314,349.81234,89.15168,8.70862,0.2964823,0.24163467,2.552877,1,E2024-R05,58.0,5,2014,024,0.43,M-v,3Ek,MPCLINUX,2014 EY257,20240901
K14EQ2U,18.63,0.15,K2555,36.90379,20.55939,258.49846,3.29998,0.0322194,0.21342526,2.7731424,7,MPO838560,17.0,1,4,ays,0.52,M-v,3Ek,Veres,2014 EU262,20140305
K14EQ7L,18.85,0.15,K2555,142.55845,78.45671,322.73023,15.14578,0.0472186,0.18225943,3.080889,8,MPO838572,8.0,1,4,ays,0.5,M-v,3Ek,Veres,2014 EL267,20140305
K14ER1X,17.88,0.15,K2555,74.20674,206.92968,210.10638,11.24534,0.1328007,0.17379349,3.1801459,0,MPO838583,44.0,4,2006,023,0.43,M-v,3Ek,Veres,2014 EX271,20231016
K14ER6M,18.2,0.15,K2555,208.37636,57.74036,321.31416,14.74646,0.158377,0.19381986,2.9571307,8,MPO838596,13.0,1,3,ays,0.42,M-v,3Ek,Veres,2014 EM276,20140304
K14ES1J,15.28,0.15,K2555,341.932,182.98867,339.39248,16.04254,0.0571627,0.08201266,5.2466503,4,MPO906694,30.0,2,2014,025,0.37,M-v,3Ek,MPCLINUX,2014 EJ281,20250303
K14ES5O,19.83,0.15,K2555,106.41252,33.26256,192.9378,12.95573,0.1321146,0.21411748,2.7671623,8,MPO838620,6.0,1,4,ays,0.42,M-v,3Ek,Veres,2014 EO285,20140305
K14ES9U,15.48,0.15,K2555,28.17196,316.26438,172.79473,15.69812,0.0647232,0.08564955,5.0970551,8,MPO838633,14.0,1,4,ays,0.49,M-v,3Ek,Veres,2014 EU289,20140305
K14ET4F,18.52,0.15,K2555,195.41921,103.62169,244.4809,8.30227,0.1055002,0.18204435,3.0833152,6,E2024-O34,6.0,1,25,ays,0.47,M-v,3Ek,Veres,2014 EF294,20140326
K14ET8M,19.43,0.15,K2555,210.39051,245.8669,213.92051,4.77394,0.0562934,0.21221811,2.7836486,9,MPO838656,8.0,1,3,ays,0.53,M-v,3Ek,Veres,2014 EM298,20140305
K14EU3B,19.12,0.15,K2555,282.03908,8.54981,229.06312,3.28818,0.1897006,0.17237188,3.1976071,8,MPO838667,9.0,1,3,ays,0.75,M-v,3Ek,Veres,2014 EB303,20140305
K14EU7P,18.79,0.15,K2555,355.99552,112.62929,250.7142,1.8227,0.083201,0.22352004,2.6890058,9,MPO838678,9.0,1,3,ays,0.54,M-v,3Ek,Veres,2014 EP307,20140305
K14EV2E,17.73,0.15,K2555,330.35413,147.44076,300.80141,4.79755,0.0619886,0.15136285,3.4870368,5,MPO838690,23.0,2,2014,015,0.69,M-v,3Ek,Veres,2014 EE312,20150522
K14EV6N,18.07,0.15,K2555,228.8285,43.40446,239.11209,8.42157,0.0933398,0.17227769,3.1987726,9,MPO838701,6.0,1,2,ays,0.22,M-v,3Ek,Veres,2014 EN316,20140303
K14EW1A,17.65,0.15,K2555,226.08653,126.38204,196.71032,8.50178,0.1504126,0.18008578,3.1056304,0,MPO906695,34.0,5,2011,022,0.98,M-v,3Ek,Veres,2014 EA321,20221025
K14EW5N,19.51,0.15,K2555,44.03244,13.75555,253.38315,4.77225,0.2191433,0.29469846,2.2364068,8,MPO838724,8.0,1,4,ays,0.32,M-v,3Ek,MPCLINUX,2014 EN325,20140305
K14EW9Y,18.27,0.15,K2555,293.47009,252.1303,185.87524,14.56086,0.079115,0.23092657,2.6311975,0,E2025-O63,47.0,6,2012,022,0.59,M-v,3Ek,MPCLINUX,2014 EY329,20220204
K14EX4L,20.54,0.15,K2555,34.48394,63.22407,181.69922,6.14971,0.0908754,0.29021411,2.2593857,9,MPO838746,6.0,1,4,ays,0.3,M-v,3Ek,MPCLINUX,2014 EL334,20140305
K14EX9C,19.29,0.15,K2555,15.43769,323.72357,190.04265,9.81932,0.1526755,0.17846605,3.1243929,8,MPO838758,9.0,1,2,ays,0.38,M-v,3Ek,MPCLINUX,2014 EC339,20140305
K14EY3H,18.98,0.15,K2555,18.32752,346.61386,169.21482,6.05384,0.1427575,0.26655285,2.3911886,0,MPO918681,38.0,4,2014,025,0.4,M-v,3Ek,MPCLINUX,2014 EH343,20250329
K14EY7M,18.57,0.15,K2555,220.95809,11.79009,325.52057,8.41931,0.0383665,0.18428968,3.0582199,8,MPO869713,7.0,1,3,ays,0.45,M-v,3Ek,MPCLINUX,2014 EM347,20140304
K14F04B,17.75,0.15,K2555,231.01483,27.50305,66.96978,8.48308,0.1190773,0.21747863,2.7385772,0,MPO750185,61.0,5,2012,023,0.4,M-v,3Ek,MPCLINUX,2014 FB4,20230415
K14F26V,18.49,0.15,K2555,154.81458,201.42784,223.9368,6.50124,0.0868802,0.2790294,2.3193667,0,E2025-KE2,91.0,8,2005,025,0.41,M-v,3Ek,MPCLINUX,2014 FV26,20250530
K14F42E,18.82,0.15,K2555,352.92177,125.55663,111.72618,4.88013,0.2054756,0.276576,2.3330626,0,E2025-MB4,68.0,4,2014,025,0.46,M-v,3Ek,MPCLINUX,2014 FE42,20250626
K14F59U,17.76,0.15,K2555,324.89343,86.82426,226.71809,0.10754,0.1882957,0.19439086,2.9513371,9,MPO630349,161.0,1,1,ays,0.08,M-v,3Ek,Pan,2014 FU59,20140331
K14F78K,17.83,0.15,K2555,186.30466,208.52708,44.16041,14.2428,0.2173997,0.2316363,2.6258201,0,MPO893444,55.0,7,2011,024,0.46,M-v,3Ek,MPCLINUX,2014 FK78,20241127
K14F86A,18.65,0.15,K2555,107.80176,77.63872,351.18251,11.14033,0.2311177,0.26881063,2.3777805,0,MPO781767,84.0,6,2010,023,0.45,M-v,3Ek,MPCLINUX,2014 FA86,20231017
K14F91W,18.93,0.15,K2555,153.20791,358.74984,213.81781,7.86957,0.2299637,0.21935789,2.7229137,2,E2024-U45,19.0,2,2014,023,0.58,M-v,3Ek,Pan,2014 FW91,20230422
K14F96V,18.31,0.15,K2555,357.76462,66.15684,148.68078,23.31912,0.2667798,0.26832528,2.3806469,0,E2025-KD6,95.0,5,2011,025,0.5,M-v,3Ek,MPCLINUX,2014 FV96,20250530
K14G17L,19.52,0.15,K2555,330.88541,187.13188,196.3259,22.66805,0.0983443,0.39516171,1.8391599,3,E2024-J18,35.0,3,2014,024,0.45,M-v,3Ek,MPCLINUX,2014 GL17,20240501
K14G37P,17.63,0.15,K2555,126.17241,75.00282,153.05471,8.33579,0.2381983,0.21434318,2.7652195,0,E2024-RG0,99.0,6,2001,024,0.81,M-v,3Ek,MPCLINUX,2014 GP37,20240907
K14G55V,17.67,0.15,K2555,325.01479,122.26075,154.55766,14.18901,0.2760603,0.17631245,3.1497837,1,E2025-L70,85.0,3,2014,025,0.31,M-v,3Ek,MPCLINUX,2014 GV55,20250615
K14G69L,19.5,0.15,K2555,41.09972,113.73249,99.46388,2.38162,0.1361847,0.27749289,2.3279205,2,MPO686994,49.0,2,2014,021,0.75,M-v,3Ek,MPCLINUX,2014 GL69,20210415
K14G75R,17.97,0.15,K2555,120.73646,16.28907,245.30852,7.2031,0.178876,0.21635465,2.7480538,0,E2024-U93,67.0,7,2005,024,0.49,M-v,3Ek,MPCLINUX,2014 GR75,20241024
K14G83C,19.05,0.15,K2555,72.63526,288.50463,235.69792,4.92335,0.212056,0.27909607,2.3189972,0,MPO906699,79.0,6,2000,023,0.39,M-v,3Ek,MPCLINUX,2014 GC83,20231231
K14G88J,19.09,0.15,K2555,75.86553,255.08196,232.66283,0.75879,0.1244883,0.27270354,2.3550974,0,MPO781770,36.0,5,2004,023,0.44,M-v,3Ek,MPCLINUX,2014 GJ88,20231016
K14G93O,16.77,0.15,K2555,141.95708,163.53549,67.97809,3.31755,0.1394739,0.12704038,3.9189963,3,E2022-L59,30.0,3,2014,022,0.27,M-v,3Ek,MPCLINUX,2014 GO93,20220606
K14G97W,14.85,0.15,K2555,35.35427,103.18845,22.99581,19.22932,0.0642312,0.08285842,5.2108866,1,MPO918686,66.0,5,2008,025,0.58,M-v,3Ek,MPCLINUX,2014 GW97,20250415
K14GA2N,17.62,0.15,K2555,18.96128,39.29189,255.26196,3.67097,0.0866464,0.20250207,2.8719909,0,MPO845467,57.0,6,2011,024,0.43,M-v,3Ek,Veres,2014 GN102,20240529
K14H05E,25.4,0.15,K2555,71.05014,233.31376,31.86177,11.06021,0.6049202,0.28850752,2.2682868,7,MPO293378,18.0,1,2,ays,0.41,M-v,3Eh,MPCALB,2014 HE5,20140426
K14H21H,19.22,0.15,K2555,123.22439,271.39361,304.008,1.46676,0.156062,0.29951268,2.2123776,0,MPO845468,65.0,4,2014,024,0.15,M-v,3Ek,MPCLINUX,2014 HH21,20240606
K14H39O,18.24,0.15,K2555,168.53203,210.69374,86.01108,7.89745,0.3242919,0.23209543,2.6223561,0,MPO781772,90.0,4,2006,023,0.28,M-v,3Ek,MPCLINUX,2014 HO39,20231017
K14H53V,18.76,0.15,K2555,338.36502,236.53969,42.74164,10.4736,0.1389929,0.18722712,3.0261484,9,MPO906701,18.0,1,2,ays,0.34,M-v,3Ek,MPCLINUX,2014 HV53,20140425
K14H62W,20.17,0.15,K2555,22.82104,139.71041,125.6857,3.40982,0.2027085,0.28298204,2.2977184,1,MPO687003,32.0,2,2014,021,0.56,M-v,3Ek,MPCLINUX,2014 HW62,20210531
K14H69O,18.57,0.15,K2555,327.87672,117.49038,133.81723,2.30225,0.1442275,0.17875293,3.1210492,9,MPO781773,30.0,1,4,ays,0.07,M-v,3Ek,Veres,2014 HO69,20140427
K14H76X,17.67,0.15,K2555,341.81765,145.67927,180.09397,5.59839,0.0547755,0.20072233,2.8889427,0,MPO845469,71.0,7,2009,024,0.31,M-v,3Ek,MPCLINUX,2014 HX76,20240606
K14H83S,20.54,0.15,K2555,50.61042,162.53253,59.18011,6.46906,0.1838441,0.28225065,2.301686,1,E2025-M18,27.0,3,2014,021,0.37,M-v,3Ek,MPCLINUX,2014 HS83,20210410
K14H90P,19.12,0.15,K2555,234.43254,24.75629,106.6621,4.79941,0.1724749,0.22167687,2.7038907,9,MPO906704,19.0,1,1,ays,0.24,M-v,3Ek,MPCLINUX,2014 HP90,20140424
K14H96V,19.1,0.15,K2555,200.65052,18.93611,77.17403,6.20229,0.1795075,0.2933935,2.2430333,0,E2025-N01,93.0,7,2009,024,0.32,M-v,3Ek,Bell,2014 HV96,20240413
K14HA3M,18.12,0.15,K2555,316.60591,53.51036,186.38763,9.4489,0.0612775,0.17368947,3.1814154,9,MPO781774,30.0,1,3,ays,0.08,M-v,3Ek,Veres,2014 HM103,20140426
K14HA9R,20.24,0.15,K2555,306.90416,188.9782,82.56754,7.16207,0.138095,0.2659181,2.3949923,9,E2024-F97,20.0,1,2,ays,0.18,M-v,3Ek,Veres,2014 HR109,20140425
K14HB6X,17.35,0.15,K2555,312.1904,89.47924,202.04931,25.73825,0.1839303,0.17966917,3.1104293,1,MPO912872,60.0,4,2003,025,0.51,M-v,3Ek,MPCLINUX,2014 HX116,20250521
K14HC4O,18.67,0.15,K2555,241.51427,78.86967,152.84844,15.63,0.2899279,0.23883283,2.572804,0,MPO703703,82.0,3,2014,022,0.62,M-v,3Ek,MPCLINUX,2014 HO124,20220402
K14HD6E,17.84,0.15,K2555,162.57616,116.53296,86.38393,3.16904,0.0801824,0.21717558,2.7411243,0,E2024-O68,71.0,7,2005,024,0.34,M-v,3Ek,MPCLINUX,2014 HE136,20240727
K14HF1N,17.6,0.15,K2555,118.13344,147.73608,108.01471,7.34403,0.1399353,0.21871542,2.7282434,0,E2024-SF9,77.0,7,2014,024,0.37,M-v,3Ek,MPCLINUX,2014 HN151,20240929
K14HH2L,18.72,0.15,K2555,140.99628,62.51767,178.39552,8.6465,0.1477879,0.21738347,2.7393763,2,MPO750185,25.0,3,2014,023,0.24,M-v,3Ek,MPCLINUX,2014 HL172,20230417
K14HI3G,18.14,0.15,K2555,166.87097,79.29456,166.71022,12.71016,0.2309646,0.22235716,2.6983729,3,MPO770705,25.0,3,2009,019,0.29,M-v,3Ek,Veres,2014 HG183,20190805
K14HJ6C,25.29,0.15,K2555,189.2693,117.10422,47.41367,3.85663,0.6016731,0.22362648,2.6881525,9,MPO714154,13.0,1,2,ays,0.17,M-v,3Ek,Bell,2014 HC196,20140425
K14HK1E,18.42,0.15,K2555,218.65708,86.41779,111.3863,13.26291,0.1917283,0.22893675,2.6464216,3,MPO677937,35.0,3,2014,022,0.77,M-v,3Ek,MPCLINUX,2014 HE201,20220205
K14HL4M,18.68,0.15,K2555,211.7621,132.91902,155.51528,7.79,0.2713303,0.24214938,2.5492581,3,MPO703707,30.0,4,2010,022,0.5,M-v,3Ek,MPCLINUX,2014 HM214,20220426
K14HL9L,18.53,0.15,K2555,155.28292,89.01131,198.04127,11.9172,0.1245825,0.23074736,2.6325596,1,MPO893451,31.0,4,2014,024,0.33,M-v,3Ek,MPCLINUX,2014 HL219,20241122
K14HM7R,18.11,0.15,K2555,354.72071,197.74619,54.67807,13.11106,0.2504075,0.18274932,3.0753806,6,E2022-M33,19.0,1,27,ays,0.3,M-v,3Ek,Veres,2014 HR227,20140521
K14HN3E,18.52,0.15,K2555,284.15031,289.50741,141.98986,5.27217,0.088067,0.21468103,2.7623175,9,MPO689531,14.0,1,2,ays,0.1,M-v,3Ek,Veres,2014 HE233,20140425
K14HN8T,17.36,0.15,K2555,2.84795,173.01509,33.09511,1.52342,0.1485273,0.17894508,3.1188145,0,E2025-KB8,48.0,6,2003,025,0.38,M-v,3Ek,MPCLINUX,2014 HT238,20250527
K14HO3K,18.61,0.15,K2555,270.76119,242.9781,285.65816,8.26699,0.1441544,0.23542291,2.5975878,2,E2024-UH9,33.0,3,2014,024,0.23,M-v,3Ek,MPCLINUX,2014 HK243,20241027
K14HO7U,18.1,0.15,K2555,285.50868,135.45845,318.42089,12.81918,0.1790722,0.22263937,2.6960922,0,MPO677990,29.0,4,2014,022,0.14,M-v,38h,Veres,2014 HU247,20220208
K14HP1Y,19.15,0.15,K2555,342.85948,22.31799,229.07252,4.91209,0.098205,0.27204072,2.3589212,0,E2025-M81,34.0,4,2014,025,0.32,M-v,3Ek,MPCLINUX,2014 HY251,20250622
K14HP6A,19.07,0.15,K2555,29.96097,52.19267,28.22303,13.32168,0.2121815,0.24668631,2.517905,1,MPO893452,31.0,3,2014,024,0.51,M-v,3Ek,MPCLINUX,2014 HA256,20241222
K14HQ0H,18.57,0.15,K2555,189.42278,222.07595,70.25851,10.61004,0.1969196,0.2389748,2.5717849,1,MPO781779,32.0,4,2014,023,0.28,M-v,3Ek,MPCLINUX,2014 HH260,20231007
K14HQ4P,18.72,0.15,K2555,247.38184,157.41233,63.93393,10.25948,0.1807187,0.24077128,2.5589763,2,MPO689539,29.0,3,2014,022,0.33,M-v,3Ek,MPCLINUX,2014 HP264,20220426
K14HQ8V,17.77,0.15,K2555,297.46174,352.47957,327.001,9.65272,0.1332951,0.18114785,3.0934796,0,MPO689556,42.0,4,2014,021,0.26,M-v,3Ek,Veres,2014 HV268,20211106
K14HR3B,18.56,0.15,K2555,209.17167,157.61122,41.04765,16.80703,0.1876574,0.22710295,2.6606487,7,MPO689574,28.0,1,30,ays,0.27,M-v,3Ek,Veres,2014 HB273,20140523
K14HR7P,18.54,0.15,K2555,91.96905,337.07533,221.65466,2.58341,0.1033461,0.19894348,2.9061381,9,MPO689591,22.0,1,4,ays,0.12,M-v,3Ek,Veres,2014 HP277,20140427
K14HS1Y,17.3,0.15,K2555,263.10815,290.40062,17.86526,11.68457,0.0711836,0.17618349,3.1513205,0,MPO918695,40.0,5,2005,025,0.41,M-v,3Ek,MPCLINUX,2014 HY281,20250402
K14HS6J,17.91,0.15,K2555,222.90884,64.97992,349.42007,11.00183,0.016662,0.19116343,2.9844628,8,MPO705189,20.0,1,7,ays,0.05,M-v,3Ek,Veres,2014 HJ286,20140505
K14HT0Q,19.76,0.15,K2555,0.99102,201.7552,42.71652,2.9417,0.1619541,0.2738261,2.3486564,9,MPO705203,17.0,1,5,ays,0.12,M-v,3Ek,Veres,2014 HQ290,20140429
K14HT4Z,18.86,0.15,K2555,254.09352,23.51194,311.46289,10.68561,0.212379,0.26337442,2.4103882,2,MPO724345,64.0,3,2014,022,0.32,M-v,3El,MPCLINUX,2014 HZ294,20221020
K14HT9O,19.3,0.15,K2555,250.62472,147.40894,234.93574,1.52752,0.2050129,0.28093999,2.3088391,1,MPO715768,36.0,4,2008,022,0.15,M-v,3El,Veres,2014 HO299,20220921
K14HU4F,19.31,0.15,K2555,236.04659,239.18279,193.95686,2.96286,0.1208972,0.29250431,2.2475768,0,MPO715789,53.0,5,2012,022,0.37,M-v,3El,MPCLINUX,2014 HF304,20221031
K14HU8X,17.29,0.15,K2555,344.2875,251.96281,310.57722,9.54895,0.0150649,0.17233122,3.1981101,1,E2024-A26,34.0,5,2014,023,0.29,M-v,3Ek,Veres,2014 HX308,20231207
K14HV3G,17.14,0.15,K2555,303.69629,235.85601,37.85992,27.75909,0.2443386,0.17677507,3.144286,1,MPO918696,33.0,3,2014,025,0.61,M-v,3Ek,MPCLINUX,2014 HG313,20250322
K14HV7N,19.26,0.15,K2555,319.99606,7.40395,344.62241,1.67869,0.0730283,0.28859693,2.2678182,0,E2024-G51,32.0,6,2008,024,0.51,M-v,3Ek,MPCLINUX,2014 HN317,20240404
K14HW1S,19.4,0.15,K2555,294.12451,244.10818,15.38213,14.75047,0.0874288,0.25886263,2.438315,7,MPO734399,17.0,1,7,ays,0.11,M-v,3Ek,Veres,2014 HS321,20140505
K14HW5T,20.03,0.15,K2555,335.50991,216.3477,52.45269,6.95036,0.2274055,0.27099386,2.3649924,9,MPO734413,24.0,1,4,ays,0.1,M-v,3Ek,Veres,2014 HT325,20140427
K14HX0A,19.3,0.15,K2555,88.3726,142.90574,316.50221,0.59522,0.139229,0.26414681,2.4056871,9,MPO734428,20.0,1,3,ays,0.06,M-v,3Ek,Veres,2014 HA330,20140426
K14HX4F,19.7,0.15,K2555,279.96939,127.87925,33.38614,32.18061,0.2721504,0.23872256,2.5735962,3,MPO734443,27.0,2,2014,022,0.27,M-v,3Ek,Veres,2014 HF334,20220326
K14HX8J,19.55,0.15,K2555,149.30734,262.21094,15.31344,6.09833,0.3220794,0.2234173,2.6898301,9,MPO734460,27.0,1,6,ays,0.08,M-v,3Ek,Veres,2014 HJ338,20140429
K14HY2P,19.11,0.15,K2555,167.04669,313.57578,267.19055,3.63375,0.0279977,0.22210189,2.7004401,8,E2024-U35,15.0,1,2,ays,0.23,M-v,3Ek,Pan,2014 HP342,20140425
K14HY6Q,18.9,0.15,K2555,181.06021,315.17884,328.63626,5.16461,0.2484785,0.23281049,2.6169837,3,MPO781781,38.0,3,2014,023,0.3,M-v,3Ek,MPCLINUX,2014 HQ346,20230918
K14HZ0U,17.89,0.15,K2555,34.14566,169.20588,359.47085,5.56503,0.0933076,0.1786609,3.1221208,5,MPO791419,19.0,3,2005,019,0.08,M-v,3Ek,Veres,2014 HU350,20190407
K14HZ4V,18.24,0.15,K2555,351.62592,236.58218,25.28851,1.01229,0.159214,0.18485675,3.0519624,6,E2024-TV0,23.0,2,2014,015,0.3,M-v,3Ek,Veres,2014 HV354,20150909
K14HZ9B,18.35,0.15,K2555,69.73801,187.25074,335.83372,1.61962,0.1794686,0.18817437,3.0159842,5,MPO810535,33.0,2,2014,024,0.14,M-v,3Ek,MPCLINUX,2014 HB359,20240214
K14Ha3D,19.63,0.15,K2555,18.61601,262.12424,271.28878,0.46623,0.108588,0.26475833,2.4019814,9,MPO824557,20.0,1,4,ays,0.21,M-v,3Ek,Veres,2014 HD363,20140427
K14Ha7G,17.86,0.15,K2555,186.55802,93.33647,293.01988,8.1597,0.1122608,0.17555045,3.1588918,8,MPO824572,15.0,1,4,ays,0.21,M-v,3Ek,Veres,2014 HG367,20140502
K14Hb1G,20.61,0.15,K2555,18.40725,331.54805,300.64445,5.22023,0.1379588,0.28239138,2.3009213,8,MPO824584,15.0,1,4,ays,0.18,M-v,3Ek,Veres,2014 HG371,20140502
K14Hb5H,21.01,0.15,K2555,6.01191,74.26163,204.86579,9.92767,0.2652249,0.27921356,2.3183467,9,MPO824598,19.0,1,3,ays,0.27,M-v,3Ek,Veres,2014 HH375,20140426
K14Hb9J,18.37,0.15,K2555,64.13046,252.72428,283.75411,7.10173,0.1366031,0.18605275,3.038869,4,MPO906711,29.0,3,2014,024,0.16,M-v,3Ek,MPCLINUX,2014 HJ379,20240310
K14Hc9S,20.87,0.15,K2555,11.76151,277.33838,28.94474,21.98232,0.0670415,0.38124627,1.8836447,9,MPO838793,19.0,1,3,ays,0.33,M-v,3Ek,Veres,2014 HS389,20140426
K14Hd3S,21.35,0.15,K2555,91.50331,316.64314,204.61071,5.85818,0.1772224,0.28147724,2.3059003,9,MPO838806,24.0,1,3,ays,0.34,M-v,3Ek,Veres,2014 HS393,20140426
K14Hd7S,17.58,0.15,K2555,54.50852,103.98261,29.24544,10.06946,0.0326391,0.17312003,3.188388,9,E2024-NF3,18.0,1,3,ays,0.21,M-v,3Ek,Veres,2014 HS397,20140426
K14He1W,19.37,0.15,K2555,316.73859,224.67413,36.12266,13.40105,0.1275208,0.17764479,3.134015,8,E2024-NF3,18.0,1,3,ays,0.64,M-v,3Ek,Veres,2014 HW401,20140426
K14He5X,19.11,0.15,K2555,136.20958,48.91764,201.88273,3.46894,0.0967413,0.22018801,2.7160657,9,E2024-O01,19.0,1,3,ays,0.3,M-v,3Ek,Veres,2014 HX405,20140426
K14He9Y,18.64,0.15,K2555,277.14041,146.60974,202.77888,10.13432,0.1035758,0.1888086,3.0092264,8,E2024-O01,20.0,1,3,ays,0.21,M-v,3Ek,Veres,2014 HY409,20140426
K14Hf4A,18.16,0.15,K2555,167.90354,138.07574,331.92895,1.36923,0.0883425,0.19625122,2.9326562,4,E2025-L68,26.0,2,2014,018,0.68,M-v,3Ek,MPCLINUX,2014 HA414,20180120
K14Hf8A,19.7,0.15,K2555,75.69337,292.77213,17.99645,4.91476,0.2319531,0.21395098,2.7685977,9,E2024-O01,20.0,1,3,ays,0.25,M-v,3Ek,Veres,2014 HA418,20140426
K14Hg2C,19.95,0.15,K2555,347.08983,350.80133,210.51051,2.13822,0.1680989,0.17443742,3.1723148,9,E2024-O01,17.0,1,3,ays,0.49,M-v,3Ek,Veres,2014 HC422,20140426
K14Hg6C,20.74,0.15,K2555,285.22544,356.70213,190.71967,1.76829,0.095434,0.24349775,2.5398384,9,E2024-O01,20.0,1,3,ays,0.25,M-v,3Ek,Veres,2014 HC426,20140426
K14Hh0C,20.83,0.15,K2555,333.86144,114.83934,112.30838,2.55054,0.1903629,0.26378737,2.4078719,9,E2024-O01,19.0,1,3,ays,0.38,M-v,3Ek,Veres,2014 HC430,20140426
K14Hh4D,17.52,0.15,K2555,158.1625,197.82714,223.50312,14.02568,0.1680087,0.18072747,3.0982748,9,E2024-O01,19.0,1,3,ays,0.33,M-v,3Ek,Veres,2014 HD434,20140426
K14Hh8G,19.53,0.15,K2555,62.22864,71.70215,52.64903,6.10337,0.030809,0.26147189,2.4220664,8,E2024-O09,25.0,1,3,ays,0.22,M-v,3Ek,Veres,2014 HG438,20140426
K14Hi2H,21.43,0.15,K2555,319.58745,299.08785,40.81506,21.86351,0.0693308,0.3762175,1.9003928,9,E2024-O09,18.0,1,3,ays,0.55,M-v,3Ek,Veres,2014 HH442,20140426
K14Hi6H,19.14,0.15,K2555,63.24447,57.94855,194.57203,1.48023,0.039895,0.20269132,2.870203,8,E2024-O09,18.0,1,3,ays,0.57,M-v,3Ek,Veres,2014 HH446,20140426
K14Hj0H,21.2,0.15,K2555,4.37554,199.82962,7.97755,3.49727,0.1328021,0.26755601,2.3852079,9,E2024-O14,19.0,1,3,ays,0.37,M-v,3Ek,Veres,2014 HH450,20140426
K14Hj4H,17.88,0.15,K2555,77.14903,318.85887,336.28124,12.68474,0.1963472,0.21122608,2.7923575,1,E2024-T78,40.0,3,2014,024,0.37,M-v,3Ek,MPCLINUX,2014 HH454,20241004
K14Hj8J,18.31,0.15,K2555,2.96299,322.69557,227.86215,9.73118,0.0266366,0.17325334,3.1867522,9,E2024-RM2,20.0,1,3,ays,0.32,M-v,3Ek,MPCLINUX,2014 HJ458,20140426
K14Hk2J,20.92,0.15,K2555,40.02285,121.12134,53.14214,8.0859,0.1336634,0.26990778,2.3713325,9,E2024-RM2,20.0,1,3,ays,0.35,M-v,3Ek,MPCLINUX,2014 HJ462,20140426
K14Hk6K,18.9,0.15,K2555,254.47884,328.9034,250.1471,5.23302,0.1279165,0.24212417,2.549435,9,MPO869736,11.0,1,3,ays,0.43,M-v,3Ek,MPCLINUX,2014 HK466,20140429
K14Hl0O,19.59,0.15,K2555,126.36047,312.50772,350.15002,4.24964,0.1974921,0.31505227,2.1390174,3,MPO869753,23.0,2,2014,024,0.42,M-v,3Ek,MPCLINUX,2014 HO470,20241101
K14Hl4V,19.46,0.15,K2555,150.52549,258.18445,230.72511,7.59487,0.0771569,0.19796745,2.9156822,9,MPO885143,15.0,1,2,ays,0.22,M-v,3Ek,MPCLINUX,2014 HV474,20140425
K14Hl8V,16.04,0.15,K2555,6.36145,78.14972,69.60524,6.78698,0.0605858,0.07635277,5.5028312,9,MPO885155,11.0,1,2,ays,0.54,M-v,3Ek,MPCLINUX,2014 HV478,20140425
K14Hm2V,18.34,0.15,K2555,188.38152,330.0175,297.88397,6.35411,0.1507365,0.2346998,2.6029205,8,MPO885168,15.0,1,4,ays,0.17,M-v,3Ek,MPCLINUX,2014 HV482,20140502
K14Hm6V,18.64,0.15,K2555,1.74253,249.63593,3.36553,18.19127,0.0578829,0.18623043,3.0369359,7,MPO885181,12.0,1,4,ays,0.39,M-v,3Ek,MPCLINUX,2014 HV486,20140502
K14Hn0V,19.02,0.15,K2555,217.35153,338.16254,242.8586,11.08842,0.2076729,0.23288487,2.6164265,7,MPO885193,13.0,1,7,ays,0.34,M-v,3Ek,MPCLINUX,2014 HV490,20140505
K14Hn4V,19.2,0.15,K2555,225.21328,29.80333,324.65283,6.59373,0.1333781,0.2643312,2.4045682,8,MPO885206,15.0,1,4,ays,0.21,M-v,3Ek,MPCLINUX,2014 HV494,20140502
K14Hn8V,20.73,0.15,K2555,302.45192,293.5407,351.04394,4.861,0.2108383,0.26473083,2.4021476,9,MPO885218,13.0,1,4,ays,0.27,M-v,3Ek,MPCLINUX,2014 HV498,20140502
